Device_SN,R1380193
Test_Time,02/06/2024 14:53:22
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,27.21
Sensor_Temperature,-17.11
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,405.000
92.580,319.000
94.555,310.000
96.529,329.000
98.503,284.000
100.476,238.000
102.449,263.000
104.421,216.000
106.392,226.000
108.364,241.000
110.334,192.000
112.305,174.000
114.274,227.000
116.244,205.000
118.213,202.000
120.181,173.000
122.149,164.000
124.116,230.000
126.083,183.000
128.050,185.000
130.016,146.000
131.981,151.000
133.946,148.000
135.911,162.000
137.875,163.000
139.838,139.000
141.801,147.000
143.764,149.000
145.726,152.000
147.688,167.000
149.649,135.000
151.610,125.000
153.570,129.000
155.530,127.000
157.489,150.000
159.448,113.000
161.406,149.000
163.364,179.000
165.321,186.000
167.278,155.000
169.235,198.000
171.191,202.000
173.146,225.000
175.101,281.000
177.056,283.000
179.010,299.000
180.963,368.000
182.916,405.000
184.869,483.000
186.821,657.000
188.773,738.000
190.724,1020.000
192.675,1178.000
194.625,1442.000
196.575,1679.000
198.524,1927.000
200.473,1981.000
202.421,2168.000
204.369,2260.000
206.316,2513.000
208.263,2755.000
210.210,3085.000
212.156,3440.000
214.101,3743.000
216.046,3898.000
217.991,3858.000
219.935,3733.000
221.878,3483.000
223.821,3097.000
225.764,2804.000
227.706,2468.000
229.648,2147.000
231.589,1951.000
233.530,1687.000
235.470,1464.000
237.410,1357.000
239.349,1199.000
241.288,1066.000
243.227,885.000
245.164,872.000
247.102,733.000
249.039,678.000
250.975,560.000
252.911,573.000
254.847,541.000
256.782,493.000
258.717,468.000
260.651,483.000
262.584,446.000
264.518,450.000
266.450,419.000
268.383,459.000
270.314,497.000
272.246,508.000
274.176,577.000
276.107,645.000
278.037,677.000
279.966,790.000
281.895,948.000
283.823,1155.000
285.751,1335.000
287.679,1629.000
289.606,1901.000
291.533,2236.000
293.459,2477.000
295.384,2602.000
297.310,2830.000
299.234,2895.000
301.158,3061.000
303.082,3375.000
305.005,3720.000
