Device_SN,R1380193
Test_Time,02/06/2024 14:56:33
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,27.40
Sensor_Temperature,-16.74
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,412.000
92.580,338.000
94.555,290.000
96.529,355.000
98.503,319.000
100.476,252.000
102.449,276.000
104.421,288.000
106.392,258.000
108.364,258.000
110.334,239.000
112.305,216.000
114.274,240.000
116.244,220.000
118.213,252.000
120.181,191.000
122.149,205.000
124.116,183.000
126.083,209.000
128.050,209.000
130.016,153.000
131.981,206.000
133.946,150.000
135.911,206.000
137.875,202.000
139.838,186.000
141.801,172.000
143.764,204.000
145.726,205.000
147.688,197.000
149.649,200.000
151.610,139.000
153.570,183.000
155.530,174.000
157.489,155.000
159.448,148.000
161.406,206.000
163.364,187.000
165.321,232.000
167.278,182.000
169.235,192.000
171.191,239.000
173.146,281.000
175.101,301.000
177.056,308.000
179.010,344.000
180.963,407.000
182.916,422.000
184.869,534.000
186.821,643.000
188.773,832.000
190.724,1018.000
192.675,1185.000
194.625,1493.000
196.575,1775.000
198.524,1935.000
200.473,2008.000
202.421,2230.000
204.369,2293.000
206.316,2505.000
208.263,2798.000
210.210,3135.000
212.156,3492.000
214.101,3834.000
216.046,3921.000
217.991,3900.000
219.935,3721.000
221.878,3516.000
223.821,3095.000
225.764,2791.000
227.706,2472.000
229.648,2138.000
231.589,1917.000
233.530,1698.000
235.470,1547.000
237.410,1397.000
239.349,1216.000
241.288,1050.000
243.227,904.000
245.164,913.000
247.102,737.000
249.039,676.000
250.975,589.000
252.911,540.000
254.847,527.000
256.782,521.000
258.717,475.000
260.651,473.000
262.584,471.000
264.518,462.000
266.450,491.000
268.383,470.000
270.314,566.000
272.246,514.000
274.176,601.000
276.107,634.000
278.037,720.000
279.966,816.000
281.895,980.000
283.823,1187.000
285.751,1369.000
287.679,1604.000
289.606,1981.000
291.533,2237.000
293.459,2509.000
295.384,2690.000
297.310,2863.000
299.234,2998.000
301.158,3118.000
303.082,3378.000
305.005,3753.000
306.928,4179.000
308.851,4605.000
310.773,4880.000
312.694,4985.000
314.615,4822.000
316.535,4514.000
318.455,4027.000
320.375,3596.000
322.294,3149.000
324.212,2657.000
326.131,2348.000
328.048,1985.000
329.965,1755.000
331.882,1513.000
333.798,1318.000
335.714,1071.000
337.629,946.000
339.544,885.000
341.459,718.000
343.372,616.000
345.286,574.000
347.199,484.000
349.111,422.000
351.023,364.000
352.935,327.000
354.846,351.000
356.757,319.000
358.667,293.000
360.576,312.000
362.486,277.000
364.394,185.000
366.303,265.000
368.210,203.000
370.118,252.000
372.025,230.000
373.931,249.000
375.837,193.000
377.742,243.000
379.647,228.000
381.552,225.000
383.456,226.000
385.360,230.000
387.263,186.000
389.165,216.000
391.067,186.000
392.969,192.000
394.870,232.000
396.771,180.000
398.672,260.000
400.571,267.000
402.471,299.000
404.370,339.000
406.268,380.000
408.166,445.000
410.064,534.000
411.961,627.000
413.857,702.000
415.753,817.000
417.649,1011.000
419.544,1160.000
421.439,1390.000
423.333,1724.000
425.227,2159.000
427.120,2726.000
429.013,3291.000
430.906,4051.000
432.798,4864.000
434.689,5759.000
436.580,6649.000
438.471,7538.000
440.361,8265.000
442.250,8989.000
444.140,9650.000
446.028,10109.000
447.916,10808.000
449.804,11391.000
451.691,12374.000
453.578,13616.000
455.465,14706.000
457.351,15504.000
459.236,15395.000
461.121,14396.000
463.005,12905.000
464.889,11264.000
466.773,9624.000
468.656,8189.000
470.539,7052.000
472.421,6001.000
474.303,5253.000
476.184,4445.000
478.065,3858.000
479.945,3233.000
481.825,2762.000
483.704,2235.000
485.583,1913.000
487.462,1619.000
489.340,1246.000
491.217,961.000
493.094,818.000
494.971,686.000
496.847,566.000
498.723,460.000
500.598,422.000
502.473,412.000
504.347,352.000
506.221,267.000
508.095,372.000
509.967,257.000
511.840,259.000
513.712,276.000
515.584,274.000
517.455,233.000
519.325,265.000
521.195,197.000
523.065,200.000
524.934,191.000
526.803,226.000
528.671,218.000
530.539,162.000
532.407,237.000
534.274,213.000
536.140,192.000
538.006,220.000
539.872,199.000
541.737,174.000
543.601,218.000
545.466,191.000
547.329,188.000
549.192,190.000
551.055,255.000
552.918,213.000
554.779,234.000
556.641,180.000
558.502,244.000
560.362,262.000
562.222,238.000
564.082,163.000
565.941,201.000
567.800,211.000
569.658,199.000
571.516,212.000
573.373,235.000
575.230,169.000
577.086,218.000
578.942,166.000
580.797,204.000
582.652,190.000
584.507,186.000
