Device_SN,R1380193
Test_Time,02/06/2024 14:31:50
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,27.12
Sensor_Temperature,-17.47
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,10575.000
92.580,10106.000
94.555,9581.000
96.529,9055.000
98.503,8595.000
100.476,8105.000
102.449,7553.000
104.421,6947.000
106.392,6515.000
108.364,6018.000
110.334,5542.000
112.305,5125.000
114.274,4773.000
116.244,4319.000
118.213,3991.000
120.181,3625.000
122.149,3315.000
124.116,3094.000
126.083,2846.000
128.050,2578.000
130.016,2325.000
131.981,2201.000
133.946,2009.000
135.911,1864.000
137.875,1709.000
139.838,1574.000
141.801,1386.000
143.764,1294.000
145.726,1229.000
147.688,1139.000
149.649,1033.000
151.610,928.000
153.570,808.000
155.530,794.000
157.489,738.000
159.448,618.000
161.406,623.000
163.364,589.000
165.321,477.000
167.278,456.000
169.235,408.000
171.191,390.000
173.146,410.000
175.101,386.000
177.056,360.000
179.010,311.000
180.963,317.000
182.916,263.000
184.869,277.000
186.821,232.000
188.773,225.000
190.724,237.000
192.675,174.000
194.625,154.000
196.575,164.000
198.524,193.000
200.473,186.000
202.421,172.000
204.369,139.000
206.316,112.000
208.263,170.000
210.210,68.000
212.156,105.000
214.101,149.000
216.046,112.000
217.991,73.000
219.935,127.000
221.878,110.000
223.821,41.000
225.764,89.000
227.706,81.000
229.648,58.000
231.589,92.000
233.530,62.000
235.470,46.000
237.410,55.000
239.349,65.000
241.288,56.000
243.227,7.000
245.164,75.000
247.102,81.000
249.039,31.000
250.975,25.000
252.911,62.000
254.847,39.000
256.782,29.000
258.717,50.000
260.651,66.000
262.584,68.000
264.518,66.000
266.450,15.000
268.383,59.000
270.314,12.000
272.246,36.000
274.176,28.000
276.107,53.000
278.037,18.000
279.966,48.000
281.895,29.000
283.823,76.000
285.751,51.000
287.679,20.000
289.606,24.000
291.533,98.000
293.459,43.000
295.384,-1.000
297.310,47.000
299.234,24.000
301.158,53.000
303.082,70.000
305.005,59.000
306.928,35.000
308.851,24.000
310.773,31.000
312.694,33.000
314.615,61.000
316.535,42.000
318.455,1.000
320.375,63.000
322.294,26.000
324.212,38.000
326.131,85.000
328.048,54.000
329.965,61.000
331.882,75.000
333.798,65.000
335.714,53.000
337.629,69.000
339.544,61.000
341.459,90.000
343.372,54.000
345.286,70.000
347.199,82.000
349.111,55.000
351.023,60.000
352.935,83.000
354.846,72.000
356.757,100.000
358.667,98.000
360.576,101.000
362.486,89.000
364.394,72.000
366.303,72.000
368.210,72.000
370.118,78.000
372.025,26.000
373.931,71.000
375.837,36.000
377.742,57.000
379.647,40.000
381.552,77.000
383.456,58.000
385.360,81.000
387.263,42.000
389.165,72.000
391.067,35.000
392.969,12.000
394.870,22.000
396.771,-4.000
398.672,44.000
400.571,9.000
402.471,64.000
404.370,40.000
406.268,61.000
408.166,69.000
410.064,17.000
411.961,61.000
413.857,45.000
415.753,23.000
417.649,55.000
419.544,57.000
421.439,22.000
423.333,31.000
425.227,62.000
427.120,2.000
429.013,2.000
430.906,36.000
432.798,5.000
434.689,88.000
436.580,48.000
438.471,52.000
