Device_SN,R1380193
Test_Time,02/01/2024 14:42:17
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,26.34
Sensor_Temperature,-18.57
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,17284.000
92.580,16759.000
94.555,16017.000
96.529,15292.000
98.503,14546.000
100.476,13715.000
102.449,13062.000
104.421,12246.000
106.392,11616.000
108.364,10956.000
110.334,10117.000
112.305,9395.000
114.274,8724.000
116.244,8123.000
118.213,7567.000
120.181,6981.000
122.149,6362.000
124.116,6017.000
126.083,5611.000
128.050,5137.000
130.016,4755.000
131.981,4343.000
133.946,4033.000
135.911,3719.000
137.875,3478.000
139.838,3141.000
141.801,2918.000
143.764,2713.000
145.726,2477.000
147.688,2344.000
149.649,2138.000
151.610,1933.000
153.570,1834.000
155.530,1694.000
157.489,1581.000
159.448,1479.000
161.406,1347.000
163.364,1279.000
165.321,1220.000
167.278,1058.000
169.235,1006.000
171.191,926.000
173.146,861.000
175.101,829.000
177.056,801.000
179.010,728.000
180.963,648.000
182.916,634.000
184.869,581.000
186.821,570.000
188.773,525.000
190.724,501.000
192.675,439.000
194.625,434.000
196.575,415.000
198.524,377.000
200.473,377.000
202.421,341.000
204.369,305.000
206.316,298.000
208.263,250.000
210.210,310.000
212.156,291.000
214.101,210.000
216.046,264.000
217.991,233.000
219.935,208.000
221.878,279.000
223.821,188.000
225.764,203.000
227.706,193.000
229.648,180.000
231.589,135.000
233.530,188.000
235.470,170.000
237.410,150.000
239.349,169.000
241.288,143.000
243.227,132.000
245.164,180.000
247.102,128.000
249.039,123.000
250.975,183.000
252.911,163.000
254.847,139.000
256.782,165.000
258.717,109.000
260.651,102.000
262.584,167.000
264.518,99.000
266.450,89.000
268.383,85.000
270.314,76.000
272.246,101.000
274.176,130.000
276.107,105.000
278.037,123.000
279.966,101.000
281.895,105.000
283.823,131.000
285.751,95.000
287.679,106.000
289.606,122.000
291.533,117.000
293.459,78.000
295.384,114.000
297.310,116.000
299.234,101.000
301.158,69.000
303.082,69.000
305.005,44.000
306.928,92.000
308.851,93.000
310.773,83.000
312.694,99.000
314.615,128.000
316.535,80.000
318.455,87.000
320.375,129.000
322.294,114.000
324.212,88.000
326.131,124.000
328.048,121.000
329.965,99.000
331.882,101.000
333.798,120.000
335.714,99.000
337.629,109.000
339.544,107.000
341.459,121.000
343.372,123.000
345.286,97.000
347.199,62.000
349.111,134.000
351.023,106.000
352.935,142.000
354.846,94.000
356.757,109.000
358.667,91.000
360.576,133.000
362.486,97.000
364.394,105.000
366.303,130.000
368.210,126.000
370.118,109.000
372.025,98.000
373.931,114.000
375.837,104.000
377.742,147.000
379.647,123.000
381.552,144.000
383.456,140.000
385.360,168.000
387.263,149.000
389.165,149.000
391.067,173.000
392.969,176.000
394.870,165.000
396.771,171.000
398.672,178.000
400.571,201.000
402.471,173.000
404.370,129.000
406.268,206.000
408.166,152.000
410.064,142.000
411.961,195.000
413.857,146.000
415.753,184.000
417.649,196.000
419.544,152.000
421.439,154.000
423.333,156.000
425.227,97.000
427.120,165.000
429.013,124.000
430.906,141.000
432.798,119.000
434.689,129.000
436.580,86.000
438.471,100.000
440.361,161.000
442.250,125.000
444.140,157.000
446.028,145.000
447.916,124.000
449.804,118.000
451.691,126.000
453.578,82.000
455.465,114.000
457.351,96.000
459.236,109.000
461.121,116.000
463.005,100.000
464.889,103.000
466.773,136.000
468.656,146.000
470.539,89.000
472.421,137.000
474.303,115.000
476.184,85.000
478.065,92.000
479.945,58.000
481.825,86.000
483.704,86.000
485.583,102.000
487.462,77.000
489.340,105.000
491.217,99.000
493.094,72.000
494.971,133.000
496.847,91.000
498.723,66.000
500.598,127.000
502.473,119.000
504.347,94.000
506.221,138.000
508.095,109.000
509.967,118.000
511.840,129.000
513.712,125.000
515.584,144.000
517.455,162.000
519.325,84.000
521.195,109.000
523.065,153.000
524.934,112.000
526.803,125.000
528.671,113.000
530.539,142.000
532.407,115.000
534.274,168.000
536.140,133.000
538.006,238.000
539.872,136.000
541.737,110.000
543.601,159.000
545.466,122.000
547.329,87.000
549.192,176.000
551.055,136.000
552.918,149.000
554.779,189.000
556.641,154.000
558.502,168.000
560.362,200.000
562.222,146.000
564.082,150.000
565.941,216.000
567.800,195.000
569.658,153.000
571.516,256.000
573.373,240.000
575.230,264.000
577.086,286.000
578.942,365.000
580.797,412.000
582.652,533.000
584.507,537.000
586.361,580.000
588.215,749.000
590.068,752.000
591.920,790.000
593.773,918.000
595.624,896.000
597.476,990.000
599.327,1107.000
601.177,1195.000
603.027,1340.000
604.876,1471.000
606.725,1455.000
608.574,1414.000
610.422,1331.000
612.270,1115.000
614.117,1033.000
615.964,874.000
617.810,723.000
619.656,635.000
621.501,618.000
623.346,491.000
625.190,472.000
627.034,426.000
628.878,358.000
630.721,307.000
632.564,334.000
634.406,259.000
636.247,253.000
638.089,264.000
639.930,237.000
641.770,203.000
643.610,206.000
645.449,218.000
647.288,212.000
649.127,202.000
650.965,161.000
652.802,207.000
654.639,172.000
656.476,168.000
658.312,164.000
660.148,213.000
661.983,198.000
663.818,211.000
665.653,188.000
667.487,200.000
669.320,198.000
671.153,212.000
672.986,222.000
674.818,236.000
676.650,195.000
678.481,220.000
680.312,189.000
682.142,168.000
683.972,224.000
685.801,178.000
687.630,185.000
689.459,158.000
691.287,188.000
693.114,129.000
694.941,196.000
696.768,195.000
698.594,176.000
700.420,140.000
702.246,109.000
704.070,192.000
705.895,165.000
707.719,129.000
709.542,153.000
711.365,179.000
713.188,147.000
715.010,181.000
716.832,135.000
718.653,135.000
720.474,139.000
722.294,198.000
724.114,161.000
725.933,150.000
727.752,146.000
729.571,157.000
731.389,108.000
733.207,151.000
735.024,187.000
736.841,136.000
738.657,166.000
740.473,155.000
742.288,155.000
744.103,122.000
745.917,143.000
747.731,120.000
749.545,194.000
751.358,142.000
753.171,143.000
754.983,123.000
756.795,109.000
758.606,136.000
760.417,180.000
762.227,210.000
764.037,123.000
765.847,157.000
767.656,140.000
769.464,140.000
771.272,151.000
773.080,166.000
774.887,179.000
776.694,185.000
778.500,223.000
780.306,222.000
782.112,209.000
783.917,257.000
785.721,199.000
787.525,222.000
789.329,245.000
791.132,246.000
792.935,298.000
794.737,279.000
796.539,296.000
798.341,319.000
800.141,360.000
801.942,367.000
803.742,295.000
805.542,308.000
807.341,309.000
809.139,300.000
810.938,315.000
812.735,267.000
814.533,260.000
816.330,262.000
818.126,247.000
819.922,253.000
821.718,325.000
823.513,280.000
825.308,377.000
827.102,370.000
828.895,357.000
830.689,382.000
832.482,416.000
834.274,426.000
836.066,488.000
837.858,486.000
839.649,499.000
841.439,576.000
843.229,617.000
845.019,571.000
846.808,643.000
848.597,634.000
850.386,557.000
852.174,558.000
853.961,546.000
855.748,482.000
857.535,469.000
859.321,454.000
861.107,376.000
862.892,400.000
864.677,369.000
866.461,295.000
868.245,336.000
870.028,288.000
871.812,239.000
873.594,291.000
875.376,270.000
877.158,257.000
878.939,251.000
880.720,214.000
882.500,231.000
884.280,228.000
886.060,234.000
887.839,214.000
889.617,215.000
891.395,275.000
893.173,192.000
894.950,264.000
896.727,209.000
898.503,174.000
900.279,246.000
902.055,244.000
903.830,252.000
905.604,310.000
907.378,268.000
909.152,287.000
910.925,313.000
912.698,316.000
914.470,319.000
916.242,316.000
918.014,311.000
919.785,349.000
921.555,323.000
923.326,266.000
925.095,297.000
926.864,302.000
928.633,326.000
930.402,301.000
932.169,320.000
933.937,319.000
935.704,316.000
937.470,336.000
939.237,361.000
941.002,335.000
942.768,418.000
944.532,365.000
946.297,435.000
948.061,506.000
949.824,487.000
951.587,601.000
953.350,705.000
955.112,766.000
956.874,961.000
958.635,1170.000
960.396,1454.000
962.156,1886.000
963.916,2439.000
965.675,3383.000
967.434,4772.000
969.193,6696.000
970.951,8723.000
972.709,10962.000
974.466,13095.000
976.223,15329.000
977.979,17869.000
979.735,20849.000
981.491,24187.000
983.246,27246.000
985.001,29758.000
986.755,33695.000
988.508,40913.000
990.262,48181.000
992.015,50269.000
993.767,45444.000
995.519,37118.000
997.271,28922.000
999.022,22298.000
1000.772,17185.000
1002.523,13608.000
1004.272,10956.000
1006.022,8823.000
