Device_SN,R1380193
Test_Time,02/06/2024 14:57:32
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,27.17
Sensor_Temperature,-16.80
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,437.000
92.580,396.000
94.555,377.000
96.529,432.000
98.503,360.000
100.476,362.000
102.449,357.000
104.421,331.000
106.392,304.000
108.364,353.000
110.334,271.000
112.305,269.000
114.274,330.000
116.244,280.000
118.213,334.000
120.181,266.000
122.149,295.000
124.116,295.000
126.083,293.000
128.050,304.000
130.016,263.000
131.981,297.000
133.946,235.000
135.911,343.000
137.875,281.000
139.838,278.000
141.801,267.000
143.764,294.000
145.726,298.000
147.688,263.000
149.649,272.000
151.610,261.000
153.570,224.000
155.530,288.000
157.489,282.000
159.448,243.000
161.406,285.000
163.364,304.000
165.321,285.000
167.278,283.000
169.235,282.000
171.191,318.000
173.146,352.000
175.101,407.000
177.056,358.000
179.010,411.000
180.963,476.000
182.916,499.000
184.869,594.000
186.821,711.000
188.773,857.000
190.724,1035.000
192.675,1167.000
194.625,1437.000
196.575,1654.000
198.524,1853.000
200.473,1934.000
202.421,2046.000
204.369,2169.000
206.316,2360.000
208.263,2619.000
210.210,2904.000
212.156,3288.000
214.101,3550.000
216.046,3651.000
217.991,3586.000
219.935,3500.000
221.878,3243.000
223.821,2919.000
225.764,2626.000
227.706,2300.000
229.648,2017.000
231.589,1811.000
233.530,1614.000
235.470,1464.000
237.410,1344.000
239.349,1187.000
241.288,1025.000
243.227,923.000
245.164,931.000
247.102,796.000
249.039,719.000
250.975,595.000
252.911,641.000
254.847,603.000
256.782,580.000
258.717,565.000
260.651,569.000
262.584,590.000
264.518,534.000
266.450,521.000
268.383,542.000
270.314,609.000
272.246,608.000
274.176,648.000
276.107,681.000
278.037,763.000
279.966,841.000
281.895,949.000
283.823,1177.000
285.751,1287.000
287.679,1566.000
289.606,1814.000
291.533,2142.000
293.459,2325.000
295.384,2518.000
297.310,2675.000
299.234,2768.000
301.158,2877.000
303.082,3110.000
305.005,3408.000
306.928,3830.000
308.851,4121.000
310.773,4410.000
312.694,4548.000
314.615,4364.000
316.535,4112.000
318.455,3723.000
320.375,3284.000
322.294,2816.000
324.212,2452.000
326.131,2201.000
328.048,1853.000
329.965,1683.000
331.882,1428.000
333.798,1276.000
335.714,1093.000
337.629,938.000
339.544,882.000
341.459,752.000
343.372,640.000
345.286,577.000
347.199,572.000
349.111,461.000
351.023,409.000
352.935,416.000
354.846,393.000
356.757,384.000
358.667,386.000
360.576,359.000
362.486,364.000
364.394,318.000
366.303,316.000
368.210,308.000
370.118,354.000
372.025,264.000
373.931,323.000
375.837,263.000
377.742,285.000
379.647,303.000
381.552,277.000
383.456,322.000
385.360,315.000
387.263,267.000
389.165,290.000
391.067,287.000
392.969,224.000
394.870,278.000
396.771,282.000
398.672,299.000
400.571,282.000
402.471,335.000
404.370,319.000
406.268,376.000
408.166,438.000
410.064,459.000
411.961,510.000
413.857,542.000
415.753,589.000
417.649,736.000
419.544,810.000
421.439,928.000
423.333,1157.000
425.227,1355.000
427.120,1657.000
429.013,2004.000
430.906,2443.000
432.798,2918.000
434.689,3411.000
436.580,3831.000
438.471,4337.000
440.361,4865.000
442.250,5229.000
444.140,5587.000
446.028,5814.000
447.916,6175.000
449.804,6510.000
451.691,7073.000
453.578,7725.000
455.465,8420.000
457.351,8766.000
459.236,8681.000
461.121,8226.000
463.005,7391.000
464.889,6431.000
466.773,5484.000
468.656,4697.000
470.539,4088.000
472.421,3537.000
474.303,3098.000
476.184,2720.000
478.065,2382.000
479.945,1972.000
481.825,1721.000
483.704,1421.000
485.583,1207.000
487.462,1052.000
489.340,884.000
491.217,690.000
493.094,654.000
494.971,555.000
496.847,476.000
498.723,423.000
500.598,420.000
502.473,356.000
504.347,365.000
506.221,291.000
508.095,362.000
509.967,340.000
511.840,308.000
513.712,298.000
515.584,351.000
517.455,316.000
519.325,315.000
521.195,271.000
523.065,232.000
524.934,237.000
526.803,317.000
528.671,273.000
530.539,238.000
532.407,296.000
534.274,237.000
536.140,254.000
538.006,282.000
539.872,259.000
541.737,251.000
543.601,282.000
545.466,280.000
547.329,293.000
549.192,282.000
551.055,285.000
552.918,280.000
554.779,296.000
556.641,267.000
558.502,340.000
560.362,262.000
562.222,300.000
564.082,220.000
565.941,287.000
567.800,287.000
569.658,272.000
571.516,292.000
573.373,284.000
575.230,265.000
577.086,274.000
578.942,240.000
580.797,260.000
582.652,252.000
584.507,262.000
586.361,271.000
588.215,217.000
590.068,288.000
591.920,291.000
593.773,256.000
595.624,294.000
597.476,258.000
599.327,248.000
601.177,286.000
603.027,249.000
604.876,228.000
606.725,272.000
608.574,221.000
610.422,276.000
612.270,271.000
614.117,296.000
615.964,260.000
617.810,277.000
619.656,268.000
621.501,281.000
623.346,279.000
625.190,236.000
627.034,261.000
628.878,317.000
630.721,286.000
632.564,262.000
634.406,304.000
636.247,242.000
638.089,305.000
639.930,280.000
641.770,276.000
643.610,275.000
645.449,288.000
647.288,242.000
649.127,276.000
650.965,228.000
652.802,238.000
654.639,247.000
656.476,244.000
658.312,239.000
660.148,293.000
661.983,316.000
663.818,294.000
665.653,249.000
667.487,259.000
669.320,269.000
671.153,337.000
672.986,252.000
674.818,282.000
676.650,279.000
678.481,246.000
680.312,286.000
682.142,221.000
683.972,297.000
685.801,290.000
687.630,289.000
689.459,264.000
691.287,302.000
693.114,265.000
694.941,312.000
696.768,354.000
698.594,297.000
700.420,335.000
702.246,318.000
704.070,332.000
705.895,356.000
707.719,338.000
709.542,350.000
711.365,363.000
713.188,383.000
715.010,393.000
716.832,428.000
718.653,421.000
720.474,453.000
722.294,505.000
724.114,561.000
725.933,585.000
727.752,670.000
729.571,642.000
731.389,689.000
733.207,921.000
735.024,866.000
736.841,959.000
738.657,1116.000
740.473,1202.000
742.288,1235.000
744.103,1341.000
745.917,1457.000
747.731,1557.000
749.545,1663.000
751.358,1767.000
753.171,1885.000
754.983,1979.000
756.795,2046.000
758.606,2090.000
760.417,2130.000
762.227,2102.000
764.037,2091.000
765.847,2151.000
767.656,2067.000
769.464,2052.000
771.272,2060.000
773.080,2091.000
774.887,2098.000
776.694,1971.000
778.500,2124.000
780.306,2088.000
782.112,2078.000
783.917,2128.000
785.721,2106.000
787.525,2003.000
789.329,2007.000
791.132,1947.000
792.935,1944.000
794.737,1836.000
796.539,1694.000
798.341,1607.000
800.141,1551.000
801.942,1412.000
803.742,1289.000
805.542,1209.000
807.341,1086.000
809.139,998.000
810.938,892.000
812.735,825.000
814.533,706.000
816.330,732.000
818.126,652.000
819.922,592.000
821.718,599.000
823.513,512.000
825.308,508.000
827.102,467.000
828.895,492.000
830.689,442.000
832.482,476.000
834.274,401.000
836.066,391.000
837.858,360.000
839.649,361.000
841.439,343.000
843.229,341.000
845.019,302.000
846.808,331.000
848.597,330.000
850.386,287.000
852.174,289.000
853.961,328.000
855.748,305.000
857.535,312.000
859.321,258.000
861.107,297.000
862.892,292.000
864.677,278.000
866.461,320.000
868.245,288.000
870.028,302.000
871.812,245.000
873.594,324.000
875.376,284.000
877.158,325.000
878.939,269.000
880.720,333.000
882.500,291.000
884.280,252.000
886.060,274.000
887.839,302.000
889.617,254.000
891.395,293.000
893.173,276.000
894.950,225.000
896.727,264.000
898.503,280.000
900.279,274.000
902.055,256.000
903.830,282.000
905.604,233.000
907.378,276.000
909.152,268.000
910.925,239.000
912.698,292.000
914.470,270.000
916.242,216.000
918.014,300.000
919.785,282.000
921.555,243.000
923.326,289.000
925.095,319.000
926.864,280.000
928.633,289.000
930.402,297.000
932.169,234.000
933.937,311.000
935.704,236.000
937.470,246.000
939.237,290.000
941.002,260.000
942.768,282.000
944.532,304.000
946.297,304.000
948.061,240.000
949.824,283.000
951.587,320.000
953.350,236.000
955.112,316.000
956.874,272.000
958.635,290.000
960.396,268.000
962.156,240.000
963.916,284.000
965.675,265.000
967.434,267.000
969.193,297.000
970.951,265.000
972.709,300.000
974.466,326.000
976.223,243.000
977.979,257.000
979.735,270.000
981.491,267.000
983.246,259.000
985.001,318.000
986.755,271.000
988.508,309.000
990.262,254.000
992.015,269.000
993.767,312.000
995.519,286.000
997.271,249.000
999.022,308.000
1000.772,258.000
1002.523,273.000
1004.272,292.000
1006.022,262.000
1007.771,315.000
1009.519,269.000
1011.267,289.000
1013.015,252.000
1014.762,304.000
1016.508,279.000
1018.255,286.000
1020.000,295.000
1021.746,264.000
1023.491,272.000
1025.235,298.000
1026.979,281.000
1028.723,282.000
1030.466,315.000
1032.209,240.000
1033.951,272.000
1035.693,306.000
1037.434,264.000
1039.175,274.000
1040.916,339.000
1042.656,292.000
1044.396,296.000
1046.135,272.000
1047.874,236.000
1049.612,266.000
1051.350,305.000
1053.087,309.000
1054.824,287.000
1056.561,335.000
1058.297,337.000
1060.033,290.000
1061.768,305.000
1063.503,286.000
1065.237,330.000
