Device_SN,R1380193
Test_Time,02/06/2024 14:26:59
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,26.43
Sensor_Temperature,-18.22
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,13388.000
92.580,12849.000
94.555,12349.000
96.529,11808.000
98.503,11246.000
100.476,10703.000
102.449,10134.000
104.421,9603.000
106.392,8964.000
108.364,8377.000
110.334,7741.000
112.305,7212.000
114.274,6837.000
116.244,6321.000
118.213,5794.000
120.181,5439.000
122.149,5016.000
124.116,4634.000
126.083,4319.000
128.050,3965.000
130.016,3622.000
131.981,3356.000
133.946,3104.000
135.911,2922.000
137.875,2679.000
139.838,2420.000
141.801,2297.000
143.764,2136.000
145.726,1928.000
147.688,1803.000
149.649,1665.000
151.610,1522.000
153.570,1396.000
155.530,1315.000
157.489,1159.000
159.448,1093.000
161.406,1003.000
163.364,940.000
165.321,886.000
167.278,769.000
169.235,729.000
171.191,686.000
173.146,655.000
175.101,636.000
177.056,575.000
179.010,533.000
180.963,496.000
182.916,477.000
184.869,473.000
186.821,409.000
188.773,369.000
190.724,364.000
192.675,311.000
194.625,343.000
196.575,303.000
198.524,270.000
200.473,281.000
202.421,279.000
204.369,205.000
206.316,238.000
208.263,204.000
210.210,150.000
212.156,222.000
214.101,206.000
216.046,155.000
217.991,165.000
219.935,180.000
221.878,144.000
223.821,139.000
225.764,107.000
227.706,133.000
229.648,149.000
231.589,100.000
233.530,110.000
235.470,78.000
237.410,99.000
239.349,126.000
241.288,119.000
243.227,60.000
245.164,151.000
247.102,97.000
249.039,81.000
250.975,58.000
252.911,88.000
254.847,63.000
256.782,86.000
258.717,58.000
260.651,83.000
262.584,88.000
264.518,49.000
266.450,56.000
268.383,52.000
270.314,53.000
272.246,73.000
274.176,95.000
276.107,56.000
278.037,40.000
279.966,81.000
281.895,98.000
283.823,122.000
285.751,76.000
287.679,56.000
289.606,39.000
291.533,64.000
293.459,19.000
295.384,32.000
297.310,67.000
299.234,23.000
301.158,28.000
303.082,82.000
305.005,33.000
306.928,34.000
308.851,75.000
310.773,45.000
312.694,33.000
314.615,73.000
316.535,109.000
318.455,34.000
320.375,58.000
322.294,38.000
324.212,42.000
326.131,82.000
328.048,11.000
329.965,48.000
331.882,20.000
333.798,73.000
335.714,40.000
337.629,75.000
339.544,55.000
341.459,87.000
343.372,13.000
345.286,60.000
347.199,42.000
349.111,27.000
351.023,58.000
352.935,81.000
354.846,63.000
356.757,87.000
358.667,98.000
360.576,96.000
362.486,98.000
364.394,81.000
366.303,54.000
368.210,76.000
370.118,75.000
372.025,60.000
373.931,114.000
375.837,88.000
377.742,68.000
379.647,102.000
381.552,113.000
383.456,84.000
385.360,121.000
387.263,108.000
389.165,97.000
391.067,70.000
392.969,48.000
394.870,117.000
396.771,63.000
398.672,94.000
400.571,64.000
402.471,112.000
404.370,93.000
406.268,114.000
408.166,144.000
410.064,115.000
411.961,109.000
413.857,122.000
415.753,109.000
417.649,104.000
419.544,86.000
421.439,55.000
423.333,92.000
425.227,106.000
427.120,81.000
429.013,55.000
430.906,98.000
432.798,64.000
434.689,105.000
436.580,71.000
438.471,34.000
440.361,63.000
442.250,124.000
444.140,47.000
446.028,25.000
447.916,80.000
449.804,75.000
451.691,56.000
453.578,62.000
455.465,37.000
457.351,59.000
459.236,95.000
461.121,9.000
463.005,52.000
464.889,61.000
