Device_SN,R1380193
Test_Time,01/25/2024 16:16:12
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),5000.00
Case_Temperature,27.17
Sensor_Temperature,-18.02
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,2642.000
92.580,2639.000
94.555,2437.000
96.529,2355.000
98.503,2187.000
100.476,2092.000
102.449,1941.000
104.421,1826.000
106.392,1778.000
108.364,1702.000
110.334,1535.000
112.305,1447.000
114.274,1335.000
116.244,1180.000
118.213,1117.000
120.181,1007.000
122.149,954.000
124.116,810.000
126.083,720.000
128.050,746.000
130.016,681.000
131.981,513.000
133.946,516.000
135.911,439.000
137.875,437.000
139.838,422.000
141.801,350.000
143.764,340.000
145.726,291.000
147.688,247.000
149.649,224.000
151.610,272.000
153.570,215.000
155.530,146.000
157.489,170.000
159.448,192.000
161.406,107.000
163.364,69.000
165.321,84.000
167.278,28.000
169.235,48.000
171.191,14.000
173.146,22.000
175.101,24.000
177.056,68.000
179.010,27.000
180.963,13.000
182.916,36.000
184.869,-24.000
186.821,24.000
188.773,-74.000
190.724,-6.000
192.675,-24.000
194.625,-69.000
196.575,-29.000
198.524,-40.000
200.473,-79.000
202.421,-52.000
204.369,6.000
206.316,-61.000
208.263,-60.000
210.210,-79.000
212.156,-104.000
214.101,-40.000
216.046,-73.000
217.991,-68.000
219.935,-66.000
221.878,-43.000
223.821,-88.000
225.764,-50.000
227.706,-64.000
229.648,-83.000
231.589,-46.000
233.530,-72.000
235.470,-47.000
237.410,-120.000
239.349,-70.000
241.288,-67.000
243.227,-31.000
245.164,-107.000
247.102,-57.000
249.039,-48.000
250.975,-91.000
252.911,-95.000
254.847,-101.000
256.782,-91.000
258.717,-20.000
260.651,-91.000
262.584,-133.000
264.518,-69.000
266.450,-51.000
268.383,-53.000
270.314,-70.000
272.246,-83.000
274.176,-51.000
276.107,-50.000
278.037,-62.000
279.966,-137.000
281.895,-130.000
283.823,-147.000
285.751,-67.000
287.679,-120.000
289.606,-78.000
291.533,-104.000
293.459,-63.000
295.384,-69.000
297.310,-36.000
299.234,-116.000
301.158,-76.000
303.082,-101.000
305.005,-103.000
306.928,-92.000
308.851,-80.000
310.773,-48.000
312.694,-23.000
314.615,-65.000
316.535,-95.000
318.455,-41.000
320.375,-116.000
322.294,-114.000
324.212,-53.000
326.131,-82.000
328.048,-45.000
329.965,-71.000
331.882,-73.000
333.798,-58.000
335.714,-79.000
337.629,-117.000
339.544,-18.000
341.459,-86.000
343.372,-76.000
345.286,-22.000
347.199,-90.000
349.111,-72.000
351.023,-39.000
352.935,-91.000
354.846,-60.000
356.757,-41.000
358.667,-77.000
360.576,-47.000
362.486,-38.000
364.394,-88.000
366.303,-46.000
368.210,-38.000
370.118,-82.000
372.025,-51.000
373.931,-48.000
375.837,-55.000
377.742,-76.000
379.647,-77.000
381.552,-81.000
383.456,-67.000
385.360,-106.000
387.263,-35.000
389.165,-43.000
391.067,-42.000
392.969,-77.000
394.870,-35.000
396.771,-74.000
398.672,-54.000
400.571,-88.000
402.471,-58.000
404.370,-79.000
406.268,-65.000
408.166,-69.000
410.064,-55.000
411.961,-55.000
413.857,-55.000
415.753,-101.000
417.649,-109.000
419.544,-82.000
421.439,-61.000
423.333,-58.000
425.227,-50.000
427.120,-50.000
429.013,-27.000
430.906,-95.000
432.798,-44.000
434.689,-44.000
436.580,-32.000
438.471,-54.000
