Device_SN,R1380193
Test_Time,02/06/2024 14:18:17
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,26.57
Sensor_Temperature,-17.92
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,17534.000
92.580,16823.000
94.555,16222.000
96.529,15517.000
98.503,14694.000
100.476,13967.000
102.449,13250.000
104.421,12537.000
106.392,11746.000
108.364,10976.000
110.334,10249.000
112.305,9576.000
114.274,8901.000
116.244,8237.000
118.213,7608.000
120.181,7114.000
122.149,6604.000
124.116,6081.000
126.083,5619.000
128.050,5225.000
130.016,4780.000
131.981,4483.000
133.946,4190.000
135.911,3838.000
137.875,3542.000
139.838,3244.000
141.801,3023.000
143.764,2824.000
145.726,2645.000
147.688,2433.000
149.649,2221.000
151.610,2101.000
153.570,1876.000
155.530,1733.000
157.489,1623.000
159.448,1533.000
161.406,1425.000
163.364,1336.000
165.321,1250.000
167.278,1141.000
169.235,1026.000
171.191,986.000
173.146,944.000
175.101,937.000
177.056,847.000
179.010,796.000
180.963,760.000
182.916,663.000
184.869,614.000
186.821,626.000
188.773,571.000
190.724,559.000
192.675,506.000
194.625,468.000
196.575,452.000
198.524,469.000
200.473,423.000
202.421,412.000
204.369,404.000
206.316,336.000
208.263,351.000
210.210,329.000
212.156,340.000
214.101,303.000
216.046,336.000
217.991,262.000
219.935,301.000
221.878,292.000
223.821,249.000
225.764,252.000
227.706,300.000
229.648,251.000
231.589,221.000
233.530,222.000
235.470,185.000
237.410,224.000
239.349,263.000
241.288,177.000
243.227,160.000
245.164,273.000
247.102,188.000
249.039,179.000
250.975,163.000
252.911,192.000
254.847,179.000
256.782,200.000
258.717,197.000
260.651,177.000
262.584,175.000
264.518,161.000
266.450,177.000
268.383,166.000
270.314,137.000
272.246,150.000
274.176,174.000
276.107,141.000
278.037,143.000
279.966,165.000
281.895,137.000
283.823,216.000
285.751,147.000
287.679,146.000
289.606,127.000
291.533,183.000
293.459,143.000
295.384,167.000
297.310,176.000
299.234,134.000
301.158,127.000
303.082,211.000
305.005,138.000
306.928,152.000
308.851,132.000
310.773,131.000
312.694,147.000
314.615,167.000
316.535,129.000
318.455,140.000
320.375,167.000
322.294,153.000
324.212,143.000
326.131,174.000
328.048,128.000
329.965,146.000
331.882,154.000
333.798,171.000
335.714,148.000
337.629,153.000
339.544,144.000
341.459,151.000
343.372,126.000
345.286,136.000
347.199,171.000
349.111,181.000
351.023,143.000
352.935,147.000
354.846,175.000
356.757,173.000
358.667,174.000
360.576,210.000
362.486,182.000
364.394,149.000
366.303,154.000
368.210,169.000
370.118,192.000
372.025,145.000
373.931,169.000
375.837,196.000
377.742,195.000
379.647,191.000
381.552,187.000
383.456,223.000
385.360,236.000
387.263,187.000
389.165,238.000
391.067,198.000
392.969,195.000
394.870,207.000
396.771,169.000
398.672,232.000
400.571,220.000
402.471,230.000
404.370,213.000
406.268,234.000
408.166,224.000
410.064,215.000
411.961,249.000
413.857,198.000
415.753,196.000
417.649,213.000
419.544,245.000
421.439,199.000
423.333,185.000
425.227,204.000
427.120,206.000
429.013,162.000
430.906,213.000
432.798,162.000
434.689,189.000
436.580,173.000
438.471,152.000
440.361,166.000
442.250,200.000
444.140,219.000
446.028,134.000
447.916,164.000
449.804,201.000
451.691,115.000
453.578,178.000
455.465,171.000
457.351,160.000
459.236,171.000
461.121,155.000
463.005,108.000
464.889,174.000
466.773,148.000
468.656,169.000
470.539,199.000
472.421,180.000
474.303,169.000
476.184,189.000
478.065,185.000
479.945,147.000
481.825,188.000
483.704,122.000
485.583,161.000
487.462,194.000
489.340,162.000
491.217,100.000
493.094,192.000
494.971,166.000
496.847,147.000
498.723,171.000
500.598,184.000
502.473,128.000
504.347,171.000
506.221,113.000
508.095,179.000
509.967,181.000
511.840,175.000
513.712,157.000
515.584,250.000
517.455,190.000
519.325,161.000
521.195,177.000
523.065,141.000
524.934,140.000
526.803,196.000
528.671,173.000
530.539,114.000
532.407,195.000
534.274,143.000
536.140,164.000
538.006,213.000
539.872,183.000
541.737,174.000
543.601,186.000
545.466,236.000
547.329,194.000
549.192,182.000
551.055,207.000
552.918,217.000
554.779,265.000
556.641,168.000
558.502,212.000
560.362,242.000
562.222,250.000
564.082,218.000
565.941,225.000
567.800,243.000
569.658,259.000
571.516,293.000
573.373,317.000
575.230,314.000
577.086,357.000
578.942,398.000
580.797,485.000
582.652,559.000
584.507,639.000
586.361,658.000
588.215,749.000
590.068,833.000
591.920,862.000
593.773,957.000
595.624,971.000
597.476,1017.000
599.327,1190.000
601.177,1368.000
603.027,1479.000
604.876,1498.000
606.725,1534.000
608.574,1425.000
610.422,1364.000
612.270,1175.000
614.117,1044.000
615.964,899.000
617.810,762.000
619.656,703.000
621.501,633.000
623.346,535.000
625.190,505.000
627.034,428.000
628.878,418.000
630.721,382.000
632.564,346.000
634.406,337.000
636.247,291.000
638.089,296.000
639.930,248.000
641.770,284.000
643.610,249.000
645.449,266.000
647.288,240.000
649.127,224.000
650.965,204.000
652.802,210.000
654.639,215.000
656.476,264.000
658.312,211.000
660.148,265.000
661.983,289.000
663.818,273.000
665.653,196.000
667.487,242.000
669.320,246.000
671.153,287.000
672.986,270.000
674.818,292.000
676.650,245.000
678.481,292.000
680.312,275.000
682.142,168.000
683.972,288.000
685.801,243.000
687.630,232.000
689.459,203.000
691.287,219.000
693.114,216.000
694.941,241.000
696.768,269.000
698.594,194.000
700.420,258.000
702.246,239.000
704.070,219.000
705.895,251.000
707.719,240.000
709.542,188.000
711.365,217.000
713.188,178.000
715.010,202.000
716.832,188.000
718.653,212.000
720.474,178.000
722.294,187.000
724.114,216.000
725.933,173.000
727.752,217.000
729.571,196.000
731.389,182.000
733.207,259.000
735.024,201.000
736.841,193.000
738.657,215.000
740.473,232.000
742.288,158.000
744.103,171.000
745.917,162.000
747.731,199.000
749.545,216.000
751.358,201.000
753.171,193.000
754.983,236.000
756.795,186.000
758.606,167.000
760.417,234.000
762.227,194.000
764.037,181.000
765.847,188.000
767.656,189.000
769.464,153.000
771.272,221.000
773.080,218.000
774.887,203.000
776.694,195.000
778.500,347.000
780.306,214.000
782.112,272.000
783.917,210.000
785.721,278.000
787.525,242.000
789.329,299.000
791.132,272.000
792.935,329.000
794.737,319.000
796.539,345.000
798.341,374.000
800.141,357.000
801.942,365.000
803.742,347.000
805.542,351.000
807.341,311.000
809.139,310.000
810.938,303.000
812.735,290.000
814.533,267.000
816.330,338.000
818.126,292.000
819.922,354.000
821.718,349.000
823.513,385.000
825.308,392.000
827.102,383.000
828.895,441.000
830.689,418.000
832.482,481.000
834.274,504.000
836.066,534.000
837.858,558.000
839.649,581.000
841.439,641.000
843.229,616.000
845.019,660.000
846.808,656.000
848.597,707.000
850.386,619.000
852.174,623.000
853.961,609.000
855.748,560.000
857.535,517.000
859.321,470.000
861.107,450.000
862.892,399.000
864.677,396.000
866.461,391.000
868.245,340.000
870.028,356.000
871.812,322.000
873.594,315.000
875.376,314.000
877.158,309.000
878.939,273.000
880.720,304.000
882.500,301.000
884.280,260.000
886.060,277.000
887.839,289.000
889.617,268.000
891.395,301.000
893.173,264.000
894.950,247.000
896.727,230.000
898.503,287.000
900.279,291.000
902.055,291.000
903.830,313.000
905.604,293.000
907.378,334.000
909.152,327.000
910.925,366.000
912.698,346.000
914.470,371.000
916.242,300.000
918.014,377.000
919.785,339.000
921.555,303.000
923.326,334.000
925.095,371.000
926.864,366.000
928.633,370.000
930.402,346.000
932.169,319.000
933.937,398.000
935.704,359.000
937.470,361.000
939.237,363.000
941.002,425.000
942.768,412.000
944.532,438.000
946.297,494.000
948.061,475.000
949.824,557.000
951.587,636.000
953.350,648.000
955.112,831.000
956.874,974.000
958.635,1175.000
960.396,1441.000
962.156,1861.000
963.916,2394.000
965.675,3368.000
967.434,4729.000
969.193,6631.000
970.951,8598.000
972.709,10629.000
974.466,12773.000
976.223,14935.000
977.979,17337.000
979.735,20172.000
981.491,23454.000
983.246,26114.000
985.001,28663.000
986.755,32630.000
988.508,39212.000
990.262,45973.000
992.015,47875.000
993.767,43227.000
995.519,35327.000
997.271,27447.000
