Device_SN,R1380193
Test_Time,02/06/2024 15:00:21
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,27.21
Sensor_Temperature,-16.53
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,241.000
92.580,164.000
94.555,189.000
96.529,183.000
98.503,135.000
100.476,150.000
102.449,132.000
104.421,114.000
106.392,135.000
108.364,170.000
110.334,120.000
112.305,143.000
114.274,124.000
116.244,95.000
118.213,104.000
120.181,97.000
122.149,119.000
124.116,164.000
126.083,123.000
128.050,116.000
130.016,86.000
131.981,113.000
133.946,105.000
135.911,103.000
137.875,133.000
139.838,72.000
141.801,99.000
143.764,86.000
145.726,111.000
147.688,70.000
149.649,100.000
151.610,73.000
153.570,60.000
155.530,117.000
157.489,81.000
159.448,52.000
161.406,78.000
163.364,125.000
165.321,99.000
167.278,98.000
169.235,100.000
171.191,112.000
173.146,142.000
175.101,207.000
177.056,180.000
179.010,208.000
180.963,300.000
182.916,263.000
184.869,371.000
186.821,443.000
188.773,539.000
190.724,728.000
192.675,807.000
194.625,1002.000
196.575,1174.000
198.524,1345.000
200.473,1421.000
202.421,1534.000
204.369,1564.000
206.316,1684.000
208.263,1922.000
210.210,2134.000
212.156,2433.000
214.101,2711.000
216.046,2760.000
217.991,2769.000
219.935,2711.000
221.878,2506.000
223.821,2274.000
225.764,2065.000
227.706,1842.000
229.648,1658.000
231.589,1436.000
233.530,1265.000
235.470,1119.000
237.410,1065.000
239.349,929.000
241.288,828.000
243.227,681.000
245.164,697.000
247.102,565.000
249.039,502.000
250.975,413.000
252.911,421.000
254.847,410.000
256.782,381.000
258.717,351.000
260.651,361.000
262.584,354.000
264.518,327.000
266.450,290.000
268.383,337.000
270.314,361.000
272.246,392.000
274.176,414.000
276.107,447.000
278.037,470.000
279.966,550.000
281.895,640.000
283.823,825.000
285.751,975.000
287.679,1135.000
289.606,1349.000
291.533,1600.000
293.459,1754.000
295.384,1874.000
297.310,2038.000
299.234,2011.000
301.158,2113.000
303.082,2332.000
305.005,2540.000
306.928,2900.000
308.851,3183.000
310.773,3398.000
312.694,3533.000
314.615,3471.000
316.535,3229.000
318.455,3010.000
320.375,2649.000
322.294,2253.000
324.212,1999.000
326.131,1739.000
328.048,1495.000
329.965,1341.000
331.882,1134.000
333.798,1014.000
335.714,846.000
337.629,747.000
339.544,670.000
341.459,564.000
343.372,455.000
345.286,408.000
347.199,331.000
349.111,264.000
351.023,280.000
352.935,249.000
354.846,200.000
356.757,205.000
358.667,213.000
360.576,193.000
362.486,214.000
364.394,136.000
366.303,145.000
368.210,143.000
370.118,145.000
372.025,140.000
373.931,160.000
375.837,90.000
377.742,143.000
379.647,158.000
381.552,108.000
383.456,157.000
385.360,173.000
387.263,110.000
389.165,109.000
391.067,120.000
392.969,54.000
394.870,86.000
396.771,100.000
398.672,126.000
400.571,115.000
402.471,100.000
404.370,99.000
406.268,136.000
408.166,133.000
410.064,153.000
411.961,200.000
413.857,170.000
415.753,188.000
417.649,223.000
419.544,190.000
421.439,208.000
423.333,253.000
425.227,313.000
427.120,318.000
429.013,435.000
430.906,460.000
432.798,521.000
434.689,655.000
436.580,641.000
438.471,795.000
440.361,843.000
442.250,895.000
444.140,951.000
446.028,989.000
447.916,1034.000
449.804,1119.000
451.691,1134.000
453.578,1270.000
455.465,1366.000
457.351,1419.000
459.236,1454.000
461.121,1384.000
463.005,1261.000
464.889,1107.000
466.773,938.000
468.656,791.000
470.539,760.000
472.421,681.000
474.303,599.000
476.184,529.000
478.065,473.000
479.945,408.000
481.825,402.000
483.704,314.000
485.583,277.000
487.462,321.000
489.340,239.000
491.217,156.000
493.094,220.000
494.971,103.000
496.847,161.000
498.723,150.000
500.598,153.000
502.473,115.000
504.347,141.000
506.221,97.000
508.095,165.000
509.967,162.000
511.840,162.000
513.712,149.000
515.584,163.000
517.455,126.000
519.325,172.000
521.195,120.000
523.065,85.000
524.934,129.000
526.803,180.000
528.671,87.000
530.539,69.000
532.407,143.000
534.274,142.000
536.140,140.000
538.006,117.000
539.872,114.000
541.737,129.000
543.601,112.000
545.466,152.000
547.329,154.000
549.192,103.000
551.055,153.000
552.918,141.000
554.779,124.000
556.641,93.000
558.502,191.000
560.362,131.000
562.222,142.000
564.082,91.000
565.941,115.000
567.800,142.000
569.658,126.000
571.516,124.000
573.373,134.000
575.230,117.000
577.086,95.000
578.942,147.000
580.797,127.000
582.652,57.000
584.507,94.000
586.361,81.000
588.215,78.000
590.068,138.000
591.920,137.000
593.773,136.000
595.624,97.000
597.476,92.000
599.327,117.000
601.177,187.000
603.027,137.000
604.876,102.000
606.725,108.000
608.574,99.000
610.422,137.000
612.270,155.000
614.117,105.000
615.964,119.000
617.810,125.000
619.656,137.000
621.501,138.000
623.346,110.000
625.190,118.000
627.034,141.000
628.878,139.000
630.721,168.000
632.564,140.000
634.406,159.000
636.247,110.000
638.089,149.000
639.930,107.000
641.770,171.000
643.610,121.000
645.449,148.000
647.288,122.000
649.127,142.000
650.965,106.000
652.802,118.000
654.639,99.000
656.476,149.000
658.312,87.000
660.148,156.000
661.983,168.000
663.818,162.000
665.653,119.000
667.487,130.000
669.320,112.000
671.153,149.000
672.986,145.000
674.818,147.000
676.650,125.000
678.481,185.000
680.312,142.000
682.142,87.000
683.972,162.000
685.801,143.000
687.630,130.000
689.459,121.000
691.287,149.000
693.114,108.000
694.941,169.000
696.768,177.000
698.594,138.000
700.420,174.000
702.246,176.000
704.070,187.000
705.895,250.000
707.719,188.000
709.542,225.000
711.365,219.000
713.188,198.000
715.010,221.000
716.832,232.000
718.653,271.000
720.474,266.000
722.294,355.000
724.114,354.000
725.933,352.000
727.752,466.000
729.571,452.000
731.389,505.000
733.207,608.000
735.024,639.000
736.841,680.000
738.657,788.000
740.473,862.000
742.288,885.000
744.103,978.000
745.917,1060.000
747.731,1177.000
749.545,1287.000
751.358,1342.000
753.171,1427.000
754.983,1452.000
756.795,1503.000
758.606,1509.000
760.417,1595.000
762.227,1601.000
764.037,1640.000
765.847,1613.000
767.656,1622.000
769.464,1562.000
771.272,1579.000
773.080,1580.000
774.887,1598.000
776.694,1552.000
778.500,1704.000
780.306,1577.000
782.112,1596.000
783.917,1576.000
785.721,1603.000
787.525,1555.000
789.329,1554.000
791.132,1491.000
792.935,1500.000
794.737,1445.000
796.539,1279.000
798.341,1277.000
800.141,1191.000
801.942,1104.000
803.742,986.000
805.542,958.000
807.341,805.000
809.139,786.000
810.938,689.000
812.735,583.000
814.533,496.000
816.330,534.000
818.126,429.000
819.922,434.000
821.718,386.000
823.513,339.000
825.308,353.000
827.102,322.000
828.895,313.000
830.689,284.000
832.482,305.000
834.274,223.000
836.066,241.000
837.858,207.000
839.649,228.000
841.439,210.000
843.229,214.000
845.019,201.000
846.808,198.000
848.597,224.000
850.386,189.000
852.174,187.000
853.961,174.000
855.748,172.000
857.535,152.000
859.321,134.000
861.107,126.000
862.892,169.000
864.677,176.000
866.461,188.000
868.245,172.000
870.028,127.000
871.812,134.000
873.594,139.000
875.376,201.000
877.158,165.000
878.939,138.000
880.720,196.000
882.500,178.000
884.280,114.000
886.060,158.000
887.839,180.000
889.617,99.000
891.395,196.000
893.173,128.000
894.950,108.000
896.727,139.000
898.503,162.000
900.279,136.000
902.055,151.000
903.830,140.000
905.604,110.000
907.378,172.000
909.152,156.000
910.925,142.000
912.698,172.000
914.470,141.000
916.242,104.000
918.014,179.000
919.785,152.000
921.555,99.000
923.326,175.000
925.095,176.000
926.864,193.000
928.633,133.000
930.402,162.000
932.169,133.000
