Device_SN,R1380193
Test_Time,02/06/2024 14:25:04
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,26.43
Sensor_Temperature,-18.62
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,17433.000
92.580,16905.000
94.555,16279.000
96.529,15478.000
98.503,14658.000
100.476,14046.000
102.449,13206.000
104.421,12399.000
106.392,11589.000
108.364,10892.000
110.334,10120.000
112.305,9455.000
114.274,8813.000
116.244,8258.000
118.213,7600.000
120.181,7012.000
122.149,6530.000
124.116,6066.000
126.083,5561.000
128.050,5132.000
130.016,4744.000
131.981,4348.000
133.946,4064.000
135.911,3763.000
137.875,3457.000
139.838,3227.000
141.801,2956.000
143.764,2732.000
145.726,2567.000
147.688,2326.000
149.649,2174.000
151.610,2051.000
153.570,1807.000
155.530,1685.000
157.489,1549.000
159.448,1415.000
161.406,1318.000
163.364,1274.000
165.321,1175.000
167.278,1018.000
169.235,966.000
171.191,943.000
173.146,876.000
175.101,823.000
177.056,757.000
179.010,692.000
180.963,711.000
182.916,603.000
184.869,583.000
186.821,558.000
188.773,488.000
190.724,501.000
192.675,454.000
194.625,419.000
196.575,393.000
198.524,428.000
200.473,378.000
202.421,368.000
204.369,361.000
206.316,289.000
208.263,277.000
210.210,247.000
212.156,269.000
214.101,230.000
216.046,221.000
217.991,171.000
219.935,233.000
221.878,237.000
223.821,168.000
225.764,186.000
227.706,225.000
229.648,131.000
231.589,159.000
233.530,156.000
235.470,117.000
237.410,131.000
239.349,127.000
241.288,113.000
243.227,92.000
245.164,174.000
247.102,121.000
249.039,122.000
250.975,86.000
252.911,128.000
254.847,125.000
256.782,113.000
258.717,115.000
260.651,116.000
262.584,107.000
264.518,78.000
266.450,71.000
268.383,90.000
270.314,83.000
272.246,79.000
274.176,112.000
276.107,98.000
278.037,72.000
279.966,117.000
281.895,110.000
283.823,145.000
285.751,76.000
287.679,79.000
289.606,74.000
291.533,104.000
293.459,85.000
295.384,73.000
297.310,102.000
299.234,85.000
301.158,77.000
303.082,115.000
305.005,98.000
306.928,68.000
308.851,91.000
310.773,87.000
312.694,90.000
314.615,92.000
316.535,133.000
318.455,95.000
320.375,87.000
322.294,75.000
324.212,69.000
326.131,83.000
328.048,94.000
329.965,81.000
331.882,78.000
333.798,130.000
335.714,50.000
337.629,88.000
339.544,78.000
341.459,79.000
343.372,11.000
345.286,124.000
347.199,92.000
349.111,80.000
351.023,83.000
352.935,74.000
354.846,132.000
356.757,108.000
358.667,97.000
360.576,118.000
362.486,168.000
364.394,80.000
366.303,111.000
368.210,103.000
370.118,107.000
372.025,104.000
373.931,164.000
375.837,85.000
377.742,159.000
379.647,178.000
381.552,133.000
383.456,157.000
385.360,182.000
387.263,163.000
389.165,156.000
391.067,123.000
392.969,139.000
394.870,184.000
396.771,141.000
398.672,156.000
400.571,170.000
402.471,173.000
404.370,124.000
406.268,187.000
408.166,181.000
410.064,156.000
411.961,195.000
413.857,160.000
415.753,163.000
417.649,194.000
419.544,160.000
421.439,139.000
423.333,157.000
425.227,135.000
427.120,101.000
429.013,136.000
430.906,138.000
432.798,125.000
434.689,139.000
436.580,122.000
438.471,112.000
440.361,104.000
442.250,110.000
444.140,103.000
446.028,92.000
447.916,116.000
449.804,104.000
451.691,92.000
453.578,125.000
455.465,79.000
457.351,128.000
459.236,88.000
461.121,49.000
463.005,91.000
464.889,78.000
466.773,125.000
468.656,84.000
470.539,107.000
472.421,130.000
474.303,133.000
476.184,107.000
478.065,148.000
479.945,118.000
481.825,112.000
483.704,74.000
485.583,106.000
487.462,92.000
489.340,120.000
491.217,81.000
493.094,116.000
494.971,92.000
496.847,79.000
498.723,104.000
500.598,127.000
502.473,84.000
504.347,116.000
506.221,77.000
508.095,101.000
509.967,95.000
511.840,91.000
513.712,120.000
515.584,175.000
517.455,130.000
519.325,138.000
521.195,126.000
523.065,87.000
524.934,94.000
526.803,156.000
528.671,107.000
530.539,84.000
532.407,146.000
534.274,131.000
536.140,112.000
538.006,149.000
539.872,127.000
541.737,84.000
543.601,114.000
545.466,167.000
547.329,163.000
549.192,158.000
551.055,159.000
552.918,152.000
554.779,187.000
556.641,114.000
558.502,177.000
560.362,203.000
562.222,187.000
564.082,145.000
565.941,169.000
567.800,173.000
569.658,194.000
571.516,259.000
573.373,251.000
575.230,249.000
577.086,321.000
578.942,379.000
580.797,430.000
582.652,471.000
584.507,570.000
586.361,577.000
588.215,715.000
590.068,764.000
591.920,826.000
593.773,928.000
595.624,958.000
597.476,1001.000
599.327,1116.000
601.177,1301.000
603.027,1409.000
604.876,1435.000
606.725,1478.000
608.574,1388.000
610.422,1298.000
612.270,1131.000
614.117,971.000
615.964,820.000
617.810,736.000
619.656,652.000
621.501,565.000
623.346,489.000
625.190,447.000
627.034,395.000
628.878,368.000
630.721,349.000
632.564,266.000
634.406,289.000
636.247,241.000
638.089,240.000
639.930,209.000
641.770,283.000
643.610,249.000
645.449,199.000
647.288,196.000
649.127,198.000
650.965,190.000
652.802,154.000
654.639,170.000
656.476,192.000
658.312,155.000
660.148,173.000
661.983,228.000
663.818,203.000
665.653,161.000
667.487,207.000
669.320,174.000
671.153,196.000
672.986,194.000
674.818,198.000
676.650,187.000
678.481,240.000
680.312,185.000
682.142,124.000
683.972,236.000
685.801,166.000
687.630,137.000
689.459,179.000
691.287,191.000
693.114,123.000
694.941,191.000
696.768,179.000
698.594,135.000
700.420,185.000
702.246,133.000
704.070,162.000
705.895,214.000
707.719,123.000
709.542,155.000
711.365,197.000
713.188,140.000
715.010,141.000
716.832,147.000
718.653,142.000
720.474,93.000
722.294,168.000
724.114,134.000
725.933,130.000
727.752,200.000
729.571,130.000
731.389,116.000
733.207,179.000
735.024,91.000
736.841,119.000
738.657,156.000
740.473,164.000
742.288,98.000
744.103,139.000
745.917,125.000
747.731,133.000
749.545,183.000
751.358,149.000
753.171,142.000
754.983,166.000
756.795,154.000
758.606,122.000
760.417,177.000
762.227,139.000
764.037,120.000
765.847,148.000
767.656,123.000
769.464,118.000
771.272,162.000
773.080,137.000
774.887,176.000
776.694,146.000
778.500,220.000
780.306,203.000
782.112,223.000
783.917,180.000
785.721,239.000
787.525,203.000
789.329,229.000
791.132,234.000
792.935,264.000
794.737,282.000
796.539,283.000
798.341,334.000
800.141,304.000
801.942,323.000
803.742,328.000
805.542,303.000
807.341,288.000
809.139,288.000
810.938,271.000
812.735,275.000
814.533,214.000
816.330,267.000
818.126,248.000
819.922,254.000
821.718,287.000
823.513,324.000
825.308,319.000
827.102,404.000
828.895,400.000
830.689,374.000
832.482,435.000
834.274,463.000
836.066,452.000
837.858,493.000
839.649,509.000
841.439,549.000
843.229,585.000
845.019,563.000
846.808,594.000
848.597,651.000
850.386,558.000
852.174,550.000
853.961,579.000
855.748,475.000
857.535,493.000
859.321,403.000
861.107,376.000
862.892,355.000
864.677,371.000
866.461,323.000
868.245,291.000
870.028,296.000
871.812,263.000
873.594,269.000
875.376,262.000
877.158,242.000
878.939,232.000
880.720,322.000
882.500,245.000
884.280,207.000
886.060,263.000
887.839,204.000
889.617,192.000
891.395,261.000
893.173,211.000
894.950,194.000
896.727,239.000
898.503,216.000
900.279,231.000
902.055,254.000
903.830,243.000
905.604,203.000
907.378,289.000
909.152,274.000
910.925,312.000
912.698,306.000
914.470,286.000
916.242,319.000
918.014,327.000
919.785,300.000
921.555,299.000
923.326,293.000
925.095,298.000
926.864,342.000
928.633,292.000
930.402,293.000
932.169,290.000
933.937,340.000
935.704,316.000
937.470,309.000
939.237,322.000
941.002,371.000
942.768,361.000
944.532,385.000
946.297,437.000
948.061,432.000
949.824,450.000
951.587,606.000
953.350,638.000
955.112,750.000
956.874,960.000
958.635,1140.000
960.396,1405.000
962.156,1813.000
963.916,2396.000
965.675,3324.000
967.434,4720.000
969.193,6550.000
970.951,8554.000
972.709,10668.000
974.466,12641.000
976.223,14820.000
977.979,17376.000
979.735,20281.000
981.491,23391.000
983.246,26326.000
985.001,29076.000
986.755,33012.000
988.508,39931.000
990.262,46631.000
992.015,48124.000
993.767,43337.000
995.519,35335.000
997.271,27386.000
999.022,21139.000
1000.772,16505.000
1002.523,12966.000
1004.272,10414.000
1006.022,8388.000
1007.771,6674.000
1009.519,5254.000
1011.267,4100.000
1013.015,3252.000
1014.762,2600.000
1016.508,2008.000
1018.255,1491.000
1020.000,1200.000
1021.746,880.000
1023.491,768.000
1025.235,673.000
1026.979,634.000
1028.723,616.000
1030.466,555.000
1032.209,491.000
1033.951,475.000
1035.693,503.000
1037.434,380.000
1039.175,390.000
1040.916,421.000
1042.656,401.000
1044.396,385.000
1046.135,393.000
1047.874,327.000
1049.612,305.000
1051.350,383.000
1053.087,343.000
1054.824,329.000
1056.561,377.000
1058.297,331.000
1060.033,299.000
1061.768,302.000
1063.503,301.000
1065.237,305.000
1066.971,286.000
1068.705,310.000
1070.438,329.000
1072.171,334.000
1073.903,287.000
1075.635,328.000
1077.366,271.000
1079.097,298.000
1080.827,292.000
1082.557,299.000
1084.287,289.000
1086.016,313.000
1087.745,232.000
1089.473,276.000
1091.201,302.000
1092.928,291.000
1094.655,307.000
1096.382,273.000
1098.108,268.000
1099.834,272.000
1101.559,282.000
1103.284,245.000
1105.008,262.000
1106.732,271.000
1108.456,224.000
1110.179,260.000
1111.901,271.000
1113.623,281.000
1115.345,274.000
1117.066,276.000
1118.787,279.000
1120.508,311.000
1122.228,318.000
1123.947,315.000
1125.666,424.000
1127.385,357.000
1129.103,326.000
1130.821,448.000
1132.539,401.000
1134.256,416.000
1135.972,437.000
1137.688,488.000
1139.404,545.000
1141.119,515.000
1142.834,556.000
1144.548,591.000
1146.262,640.000
1147.976,634.000
1149.689,718.000
1151.401,760.000
1153.113,834.000
1154.825,959.000
1156.536,1043.000
1158.247,1120.000
1159.958,1327.000
1161.668,1500.000
1163.377,1623.000
1165.086,1815.000
1166.795,2087.000
1168.503,2311.000
1170.211,2528.000
1171.919,2701.000
1173.626,2913.000
1175.332,2991.000
1177.038,2933.000
1178.744,2828.000
1180.449,2593.000
1182.154,2370.000
1183.858,2075.000
1185.562,1885.000
1187.266,1567.000
1188.969,1313.000
1190.672,1201.000
1192.374,1059.000
1194.076,923.000
1195.777,853.000
1197.478,754.000
1199.178,658.000
1200.878,653.000
1202.578,619.000
1204.277,538.000
1205.976,544.000
1207.674,484.000
1209.372,447.000
1211.070,441.000
1212.767,412.000
1214.463,424.000
1216.160,420.000
1217.855,373.000
1219.551,391.000
1221.245,308.000
1222.940,356.000
1224.634,323.000
1226.328,307.000
1228.021,265.000
1229.713,308.000
1231.406,244.000
