Device_SN,R1380193
Test_Time,02/01/2024 14:49:38
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,26.71
Sensor_Temperature,-18.47
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,17263.000
92.580,16617.000
94.555,15934.000
96.529,15222.000
98.503,14557.000
100.476,13770.000
102.449,13078.000
104.421,12264.000
106.392,11589.000
108.364,10890.000
110.334,10131.000
112.305,9367.000
114.274,8705.000
116.244,8114.000
118.213,7528.000
120.181,6965.000
122.149,6307.000
124.116,5955.000
126.083,5533.000
128.050,5039.000
130.016,4687.000
131.981,4322.000
133.946,3954.000
135.911,3742.000
137.875,3435.000
139.838,3093.000
141.801,2917.000
143.764,2723.000
145.726,2463.000
147.688,2342.000
149.649,2137.000
151.610,1939.000
153.570,1850.000
155.530,1710.000
157.489,1553.000
159.448,1469.000
161.406,1351.000
163.364,1308.000
165.321,1155.000
167.278,1079.000
169.235,1017.000
171.191,986.000
173.146,828.000
175.101,810.000
177.056,815.000
179.010,723.000
180.963,636.000
182.916,653.000
184.869,619.000
186.821,557.000
188.773,526.000
190.724,512.000
192.675,442.000
194.625,419.000
196.575,430.000
198.524,407.000
200.473,388.000
202.421,352.000
204.369,323.000
206.316,309.000
208.263,241.000
210.210,316.000
212.156,289.000
214.101,234.000
216.046,259.000
217.991,262.000
219.935,216.000
221.878,211.000
223.821,196.000
225.764,217.000
227.706,212.000
229.648,160.000
231.589,182.000
233.530,187.000
235.470,139.000
237.410,168.000
239.349,153.000
241.288,153.000
243.227,139.000
245.164,195.000
247.102,140.000
249.039,151.000
250.975,179.000
252.911,181.000
254.847,150.000
256.782,176.000
258.717,109.000
260.651,99.000
262.584,134.000
264.518,80.000
266.450,91.000
268.383,66.000
270.314,109.000
272.246,83.000
274.176,99.000
276.107,97.000
278.037,125.000
279.966,123.000
281.895,130.000
283.823,150.000
285.751,83.000
287.679,91.000
289.606,127.000
291.533,88.000
293.459,116.000
295.384,113.000
297.310,99.000
299.234,103.000
301.158,132.000
303.082,81.000
305.005,73.000
306.928,97.000
308.851,118.000
310.773,81.000
312.694,71.000
314.615,121.000
316.535,83.000
318.455,80.000
320.375,110.000
322.294,122.000
324.212,83.000
326.131,147.000
328.048,75.000
329.965,57.000
331.882,73.000
333.798,126.000
335.714,82.000
337.629,130.000
339.544,114.000
341.459,106.000
343.372,143.000
345.286,95.000
347.199,85.000
349.111,135.000
