Device_SN,R1380193
Test_Time,01/25/2024 16:32:31
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),42000.00
Case_Temperature,27.54
Sensor_Temperature,-16.00
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,22782.000
92.580,21954.000
94.555,21051.000
96.529,20120.000
98.503,19299.000
100.476,18117.000
102.449,17176.000
104.421,16203.000
106.392,15320.000
108.364,14251.000
110.334,13238.000
112.305,12409.000
114.274,11517.000
116.244,10769.000
118.213,10006.000
120.181,9169.000
122.149,8547.000
124.116,7895.000
126.083,7379.000
128.050,6837.000
130.016,6282.000
131.981,5770.000
133.946,5438.000
135.911,5086.000
137.875,4618.000
139.838,4316.000
141.801,3940.000
143.764,3663.000
145.726,3404.000
147.688,3213.000
149.649,2896.000
151.610,2688.000
153.570,2470.000
155.530,2304.000
157.489,2189.000
159.448,2020.000
161.406,1879.000
163.364,1760.000
165.321,1601.000
167.278,1531.000
169.235,1453.000
171.191,1298.000
173.146,1260.000
175.101,1222.000
177.056,1111.000
179.010,1078.000
180.963,996.000
182.916,931.000
184.869,884.000
186.821,842.000
188.773,773.000
190.724,836.000
192.675,657.000
194.625,659.000
196.575,683.000
198.524,607.000
200.473,541.000
202.421,617.000
204.369,505.000
206.316,454.000
208.263,477.000
210.210,454.000
212.156,522.000
214.101,426.000
216.046,461.000
217.991,465.000
219.935,412.000
221.878,401.000
223.821,335.000
225.764,433.000
227.706,347.000
229.648,349.000
231.589,298.000
233.530,319.000
235.470,367.000
237.410,451.000
239.349,321.000
241.288,364.000
243.227,354.000
245.164,338.000
247.102,285.000
249.039,261.000
250.975,263.000
252.911,256.000
254.847,253.000
256.782,274.000
258.717,282.000
260.651,249.000
262.584,232.000
264.518,291.000
266.450,252.000
268.383,248.000
270.314,274.000
272.246,295.000
274.176,241.000
276.107,281.000
278.037,280.000
279.966,271.000
281.895,246.000
283.823,389.000
285.751,270.000
287.679,219.000
289.606,255.000
291.533,280.000
293.459,269.000
295.384,296.000
297.310,253.000
299.234,282.000
301.158,232.000
303.082,302.000
305.005,180.000
306.928,278.000
308.851,185.000
310.773,284.000
312.694,283.000
314.615,249.000
316.535,228.000
318.455,241.000
320.375,232.000
322.294,223.000
324.212,222.000
326.131,184.000
328.048,274.000
329.965,228.000
331.882,233.000
333.798,316.000
335.714,265.000
337.629,228.000
339.544,248.000
341.459,274.000
343.372,224.000
345.286,265.000
347.199,204.000
349.111,248.000
351.023,221.000
352.935,216.000
354.846,246.000
356.757,272.000
358.667,248.000
360.576,281.000
362.486,317.000
364.394,228.000
366.303,240.000
368.210,295.000
370.118,325.000
372.025,266.000
373.931,303.000
375.837,289.000
377.742,250.000
379.647,298.000
381.552,313.000
383.456,327.000
385.360,362.000
387.263,309.000
389.165,363.000
391.067,338.000
392.969,342.000
394.870,341.000
396.771,354.000
398.672,369.000
400.571,339.000
402.471,336.000
404.370,341.000
406.268,367.000
408.166,349.000
410.064,362.000
411.961,305.000
413.857,321.000
415.753,343.000
417.649,362.000
419.544,317.000
421.439,298.000
423.333,297.000
425.227,291.000
427.120,304.000
429.013,258.000
430.906,296.000
432.798,298.000
434.689,285.000
436.580,275.000
438.471,312.000
440.361,261.000
442.250,288.000
444.140,274.000
446.028,242.000
447.916,237.000
449.804,258.000
451.691,289.000
453.578,252.000
455.465,285.000
457.351,249.000
459.236,307.000
461.121,222.000
463.005,236.000
464.889,255.000
466.773,233.000
468.656,330.000
470.539,240.000
472.421,292.000
474.303,250.000
476.184,226.000
478.065,212.000
479.945,244.000
481.825,211.000
483.704,209.000
485.583,308.000
487.462,192.000
489.340,231.000
491.217,274.000
493.094,238.000
494.971,272.000
496.847,288.000
498.723,223.000
500.598,304.000
502.473,237.000
504.347,224.000
506.221,247.000
508.095,321.000
509.967,252.000
511.840,334.000
513.712,284.000
515.584,222.000
517.455,298.000
519.325,272.000
