Device_SN,R1380193
Test_Time,02/06/2024 15:12:14
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,27.26
Sensor_Temperature,-16.64
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,306.000
92.580,243.000
94.555,187.000
96.529,225.000
98.503,178.000
100.476,212.000
102.449,187.000
104.421,167.000
106.392,130.000
108.364,165.000
110.334,107.000
112.305,141.000
114.274,177.000
116.244,148.000
118.213,133.000
120.181,111.000
122.149,118.000
124.116,129.000
126.083,117.000
128.050,107.000
130.016,78.000
131.981,139.000
133.946,111.000
135.911,166.000
137.875,134.000
139.838,127.000
141.801,99.000
143.764,119.000
145.726,124.000
147.688,133.000
149.649,111.000
151.610,73.000
153.570,78.000
155.530,107.000
157.489,98.000
159.448,85.000
161.406,106.000
163.364,137.000
165.321,107.000
167.278,115.000
169.235,130.000
171.191,147.000
173.146,190.000
175.101,223.000
177.056,206.000
179.010,216.000
180.963,318.000
182.916,319.000
184.869,398.000
186.821,544.000
188.773,612.000
190.724,835.000
192.675,983.000
194.625,1224.000
196.575,1432.000
198.524,1604.000
200.473,1683.000
202.421,1866.000
204.369,1895.000
206.316,2087.000
208.263,2317.000
210.210,2605.000
212.156,2892.000
214.101,3142.000
216.046,3262.000
217.991,3222.000
219.935,3149.000
221.878,2848.000
223.821,2527.000
225.764,2321.000
227.706,2064.000
229.648,1747.000
231.589,1600.000
233.530,1374.000
235.470,1255.000
237.410,1164.000
239.349,995.000
241.288,860.000
243.227,728.000
245.164,725.000
247.102,592.000
249.039,563.000
250.975,405.000
252.911,455.000
254.847,418.000
256.782,408.000
258.717,406.000
260.651,390.000
262.584,354.000
264.518,376.000
266.450,348.000
268.383,367.000
270.314,428.000
272.246,425.000
274.176,476.000
276.107,536.000
278.037,518.000
279.966,656.000
281.895,798.000
283.823,997.000
285.751,1148.000
287.679,1371.000
289.606,1581.000
291.533,1892.000
293.459,2018.000
295.384,2197.000
297.310,2345.000
299.234,2435.000
301.158,2572.000
303.082,2833.000
305.005,3067.000
306.928,3458.000
308.851,3803.000
310.773,4033.000
312.694,4142.000
314.615,4021.000
316.535,3792.000
