Device_SN,R1380193
Test_Time,02/06/2024 14:34:08
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),27000.00
Case_Temperature,26.66
Sensor_Temperature,-17.26
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,13749.000
92.580,13110.000
94.555,12516.000
96.529,11788.000
98.503,11189.000
100.476,10517.000
102.449,9760.000
104.421,9053.000
106.392,8465.000
108.364,7863.000
110.334,7233.000
112.305,6608.000
114.274,6166.000
116.244,5674.000
118.213,5145.000
120.181,4763.000
122.149,4356.000
124.116,4052.000
126.083,3729.000
128.050,3371.000
130.016,3002.000
131.981,2876.000
133.946,2557.000
135.911,2438.000
137.875,2219.000
139.838,2012.000
141.801,1864.000
143.764,1707.000
145.726,1572.000
147.688,1463.000
149.649,1320.000
151.610,1240.000
153.570,1110.000
155.530,1027.000
157.489,931.000
159.448,843.000
161.406,799.000
163.364,809.000
165.321,707.000
167.278,606.000
169.235,590.000
171.191,569.000
173.146,494.000
175.101,539.000
177.056,476.000
179.010,400.000
180.963,411.000
182.916,371.000
184.869,326.000
186.821,340.000
188.773,271.000
190.724,270.000
192.675,223.000
194.625,237.000
196.575,217.000
198.524,265.000
200.473,221.000
202.421,287.000
204.369,178.000
206.316,178.000
208.263,146.000
210.210,157.000
212.156,179.000
214.101,195.000
216.046,155.000
217.991,109.000
219.935,150.000
221.878,165.000
223.821,82.000
225.764,82.000
227.706,129.000
229.648,85.000
231.589,95.000
233.530,65.000
235.470,49.000
237.410,126.000
239.349,91.000
241.288,54.000
243.227,81.000
245.164,122.000
247.102,59.000
249.039,58.000
250.975,33.000
252.911,57.000
254.847,88.000
256.782,57.000
258.717,76.000
260.651,97.000
262.584,74.000
264.518,83.000
266.450,78.000
268.383,52.000
270.314,70.000
272.246,76.000
274.176,98.000
276.107,87.000
278.037,63.000
279.966,79.000
281.895,68.000
283.823,100.000
285.751,43.000
287.679,53.000
289.606,58.000
291.533,100.000
293.459,83.000
295.384,63.000
297.310,74.000
299.234,68.000
301.158,84.000
303.082,102.000
305.005,79.000
306.928,84.000
308.851,61.000
310.773,101.000
312.694,57.000
314.615,105.000
316.535,85.000
318.455,59.000
320.375,111.000
322.294,85.000
324.212,98.000
326.131,138.000
328.048,90.000
329.965,106.000
331.882,106.000
333.798,125.000
335.714,59.000
337.629,156.000
339.544,139.000
341.459,88.000
343.372,85.000
345.286,141.000
347.199,112.000
349.111,127.000
351.023,117.000
352.935,117.000
354.846,145.000
356.757,144.000
358.667,142.000
360.576,158.000
362.486,153.000
364.394,97.000
366.303,99.000
368.210,84.000
370.118,88.000
372.025,95.000
373.931,114.000
375.837,66.000
377.742,121.000
379.647,104.000
381.552,95.000
383.456,116.000
385.360,116.000
387.263,74.000
389.165,88.000
391.067,83.000
392.969,33.000
394.870,80.000
396.771,32.000
398.672,100.000
400.571,73.000
402.471,97.000
404.370,52.000
406.268,89.000
408.166,89.000
410.064,89.000
411.961,82.000
413.857,96.000
415.753,51.000
417.649,70.000
419.544,49.000
421.439,49.000
423.333,84.000
425.227,46.000
427.120,61.000
429.013,9.000
430.906,62.000
432.798,75.000
434.689,73.000
436.580,34.000
438.471,86.000
440.361,72.000
442.250,78.000
444.140,74.000
446.028,68.000
447.916,89.000
449.804,97.000
451.691,48.000
453.578,76.000
455.465,84.000
457.351,53.000
459.236,82.000
461.121,68.000
463.005,48.000
464.889,88.000
466.773,79.000
468.656,75.000
470.539,100.000
472.421,91.000
474.303,108.000
476.184,91.000
