Device_SN,R1380193
Test_Time,01/25/2024 16:35:29
Memo,R1380193; Raman Laser Off; 
Integration_Time(ms),41000.00
Case_Temperature,27.58
Sensor_Temperature,-18.02
Laser_Wavelength(nm),532.000
Laser_Power(mW),0
WL_Unit,Raman_Shift(cm^-1)
Pwr_Unit,Count
Substract_Background,Yes
Smoothing,No
Baseline_Correction,No
Average_Number,1
Peak_Search_Mode,None
Noise_Threshold,1000
Data_Count,2048
WL,Power
90.605,22150.000
92.580,21378.000
94.555,20506.000
96.529,19558.000
98.503,18747.000
100.476,17716.000
102.449,16799.000
104.421,15905.000
106.392,14855.000
108.364,13858.000
110.334,12931.000
112.305,11975.000
114.274,11093.000
116.244,10383.000
118.213,9697.000
120.181,8919.000
122.149,8327.000
124.116,7630.000
126.083,7142.000
128.050,6655.000
130.016,6057.000
131.981,5595.000
133.946,5208.000
135.911,4896.000
137.875,4467.000
139.838,4170.000
141.801,3762.000
143.764,3559.000
145.726,3284.000
147.688,2995.000
149.649,2801.000
151.610,2597.000
153.570,2346.000
155.530,2232.000
157.489,2077.000
159.448,1905.000
161.406,1825.000
163.364,1684.000
165.321,1520.000
167.278,1418.000
169.235,1367.000
171.191,1245.000
173.146,1192.000
175.101,1103.000
177.056,1064.000
179.010,1005.000
180.963,894.000
182.916,892.000
184.869,809.000
186.821,771.000
188.773,746.000
190.724,717.000
192.675,612.000
194.625,566.000
196.575,610.000
198.524,549.000
200.473,515.000
202.421,564.000
204.369,483.000
206.316,456.000
208.263,377.000
210.210,374.000
212.156,432.000
214.101,395.000
216.046,376.000
217.991,381.000
219.935,332.000
221.878,332.000
223.821,258.000
225.764,336.000
227.706,283.000
229.648,268.000
231.589,268.000
233.530,268.000
235.470,269.000
237.410,366.000
239.349,251.000
241.288,293.000
243.227,256.000
245.164,257.000
247.102,184.000
249.039,229.000
250.975,185.000
252.911,227.000
254.847,211.000
256.782,224.000
258.717,221.000
260.651,245.000
262.584,159.000
264.518,223.000
266.450,192.000
268.383,169.000
270.314,201.000
272.246,206.000
274.176,157.000
276.107,196.000
278.037,234.000
279.966,141.000
281.895,244.000
283.823,269.000
285.751,177.000
287.679,203.000
289.606,202.000
291.533,195.000
293.459,206.000
295.384,238.000
297.310,206.000
299.234,215.000
301.158,179.000
303.082,209.000
305.005,167.000
306.928,184.000
308.851,154.000
310.773,214.000
312.694,161.000
314.615,182.000
316.535,193.000
318.455,172.000
320.375,148.000
322.294,194.000
324.212,164.000
326.131,158.000
328.048,177.000
329.965,148.000
331.882,187.000
333.798,224.000
335.714,181.000
337.629,163.000
339.544,203.000
341.459,195.000
343.372,187.000
345.286,193.000
347.199,166.000
349.111,186.000
351.023,170.000
352.935,187.000
354.846,222.000
356.757,256.000
358.667,203.000
360.576,215.000
362.486,238.000
364.394,184.000
366.303,199.000
368.210,206.000
370.118,258.000
372.025,181.000
373.931,256.000
375.837,223.000
377.742,207.000
379.647,243.000
381.552,235.000
383.456,276.000
385.360,310.000
387.263,242.000
389.165,285.000
391.067,319.000
392.969,269.000
394.870,297.000
396.771,271.000
398.672,301.000
400.571,282.000
402.471,297.000
404.370,269.000
406.268,269.000
408.166,290.000
410.064,249.000
411.961,247.000
413.857,277.000
415.753,247.000
417.649,329.000
419.544,262.000
421.439,271.000
423.333,234.000
425.227,247.000
427.120,222.000
429.013,237.000
430.906,173.000
432.798,208.000
434.689,257.000
436.580,212.000
438.471,239.000
440.361,210.000
442.250,229.000
444.140,226.000
446.028,237.000
447.916,167.000
449.804,201.000
451.691,218.000
453.578,196.000
455.465,235.000
457.351,205.000
459.236,225.000
461.121,196.000
463.005,176.000
464.889,146.000
466.773,210.000
468.656,229.000
470.539,180.000
472.421,253.000
474.303,229.000
476.184,167.000
478.065,186.000
479.945,205.000
481.825,158.000
483.704,198.000
485.583,202.000
487.462,148.000
489.340,205.000
491.217,208.000
493.094,171.000
494.971,168.000
496.847,199.000
498.723,191.000
500.598,232.000
502.473,182.000
504.347,188.000
506.221,213.000
508.095,214.000
509.967,240.000
511.840,261.000
513.712,236.000
515.584,225.000
517.455,191.000
519.325,213.000
521.195,218.000
523.065,192.000
524.934,201.000
526.803,205.000
528.671,206.000
530.539,225.000
532.407,223.000
534.274,222.000
536.140,294.000
538.006,229.000
539.872,223.000
541.737,246.000
543.601,232.000
545.466,200.000
547.329,222.000
549.192,230.000
551.055,256.000
552.918,239.000
554.779,232.000
556.641,320.000
558.502,268.000
560.362,268.000
562.222,319.000
564.082,297.000
565.941,333.000
567.800,359.000
569.658,337.000
571.516,342.000
573.373,406.000
575.230,407.000
577.086,441.000
578.942,537.000
580.797,643.000
582.652,697.000
584.507,822.000
586.361,834.000
588.215,943.000
590.068,1082.000
591.920,1134.000
593.773,1153.000
595.624,1284.000
597.476,1282.000
599.327,1552.000
601.177,1688.000
603.027,1838.000
604.876,1932.000
606.725,1972.000
608.574,1847.000
610.422,1713.000
612.270,1521.000
614.117,1300.000
615.964,1124.000
617.810,965.000
619.656,930.000
621.501,755.000
623.346,720.000
625.190,663.000
627.034,630.000
628.878,565.000
630.721,467.000
632.564,500.000
634.406,406.000
636.247,385.000
638.089,366.000
639.930,339.000
641.770,313.000
643.610,396.000
645.449,341.000
647.288,313.000
649.127,274.000
650.965,261.000
652.802,293.000
654.639,293.000
656.476,306.000
658.312,296.000
660.148,313.000
661.983,390.000
663.818,313.000
665.653,311.000
667.487,347.000
669.320,293.000
671.153,368.000
672.986,303.000
674.818,262.000
676.650,279.000
678.481,299.000
680.312,308.000
682.142,282.000
683.972,311.000
685.801,341.000
687.630,311.000
689.459,265.000
691.287,268.000
693.114,314.000
694.941,263.000
696.768,245.000
698.594,279.000
700.420,260.000
702.246,253.000
704.070,295.000
705.895,263.000
707.719,265.000
709.542,276.000
711.365,206.000
713.188,242.000
715.010,287.000
716.832,246.000
718.653,269.000
720.474,263.000
722.294,239.000
724.114,258.000
725.933,209.000
727.752,257.000
729.571,249.000
731.389,222.000
733.207,256.000
735.024,238.000
736.841,238.000
738.657,250.000
740.473,255.000
742.288,205.000
744.103,207.000
745.917,249.000
747.731,256.000
749.545,218.000
751.358,246.000
753.171,241.000
754.983,214.000
756.795,256.000
758.606,159.000
760.417,253.000
762.227,298.000
764.037,204.000
765.847,284.000
767.656,241.000
769.464,210.000
771.272,267.000
773.080,280.000
774.887,213.000
776.694,283.000
778.500,500.000
780.306,253.000
782.112,315.000
783.917,326.000
785.721,350.000
787.525,336.000
789.329,377.000
791.132,371.000
792.935,460.000
794.737,381.000
796.539,473.000
798.341,487.000
800.141,447.000
801.942,495.000
803.742,470.000
805.542,458.000
807.341,441.000
809.139,462.000
810.938,406.000
812.735,460.000
814.533,420.000
816.330,383.000
818.126,400.000
819.922,403.000
821.718,440.000
823.513,480.000
825.308,506.000
827.102,487.000
828.895,554.000
830.689,536.000
832.482,681.000
834.274,629.000
836.066,663.000
837.858,679.000
839.649,728.000
841.439,738.000
